行政区,坐标,数量
宝山区,"121.371931,31.386056",135
宝山区,"121.371931,31.377056",40
宝山区,"121.371931,31.368056",177
宝山区,"121.371931,31.359056",332
宝山区,"121.371931,31.350056",630
宝山区,"121.371931,31.341056",391
宝山区,"121.371931,31.332056",90
宝山区,"121.371931,31.323056",237
宝山区,"121.371931,31.314056",311
宝山区,"121.371931,31.305056",108
宝山区,"121.371931,31.296056",141
宝山区,"121.380931,31.485056",2
宝山区,"121.380931,31.476056",2
宝山区,"121.380931,31.467056",2
宝山区,"121.380931,31.458056",7
宝山区,"121.380931,31.449056",12
宝山区,"121.380931,31.440056",9
宝山区,"121.380931,31.431056",12
宝山区,"121.380931,31.422056",78
宝山区,"121.380931,31.413056",90
宝山区,"121.380931,31.404056",26
宝山区,"121.380931,31.395056",29
宝山区,"121.380931,31.386056",69
宝山区,"121.380931,31.377056",33
宝山区,"121.380931,31.368056",67
宝山区,"121.380931,31.359056",288
宝山区,"121.380931,31.350056",354
宝山区,"121.380931,31.341056",169
宝山区,"121.380931,31.332056",121
宝山区,"121.380931,31.323056",719
宝山区,"121.380931,31.314056",874
宝山区,"121.380931,31.305056",203
宝山区,"121.380931,31.296056",155
宝山区,"121.389931,31.476056",1
宝山区,"121.389931,31.467056",9
宝山区,"121.389931,31.458056",29
宝山区,"121.389931,31.449056",34
宝山区,"121.389931,31.440056",9
宝山区,"121.389931,31.431056",16
宝山区,"121.389931,31.422056",89
宝山区,"121.389931,31.413056",111
宝山区,"121.389931,31.404056",37
宝山区,"121.389931,31.395056",48
宝山区,"121.389931,31.386056",57
宝山区,"121.389931,31.377056",64
宝山区,"121.389931,31.368056",55
宝山区,"121.389931,31.359056",394
宝山区,"121.389931,31.350056",619
宝山区,"121.389931,31.341056",301
宝山区,"121.389931,31.332056",158
宝山区,"121.389931,31.323056",606
宝山区,"121.389931,31.314056",759
宝山区,"121.389931,31.305056",207
宝山区,"121.389931,31.296056",159
宝山区,"121.398931,31.476056",1
宝山区,"121.398931,31.467056",9
宝山区,"121.398931,31.458056",91
宝山区,"121.398931,31.449056",275
宝山区,"121.398931,31.440056",103
宝山区,"121.398931,31.431056",19
宝山区,"121.398931,31.422056",91
宝山区,"121.398931,31.413056",79
宝山区,"121.398931,31.404056",47
宝山区,"121.398931,31.395056",54
宝山区,"121.398931,31.386056",74
宝山区,"121.398931,31.377056",43
宝山区,"121.398931,31.368056",52
宝山区,"121.398931,31.359056",308
宝山区,"121.398931,31.350056",668
宝山区,"121.398931,31.341056",403
宝山区,"121.398931,31.332056",222
宝山区,"121.398931,31.323056",268
宝山区,"121.398931,31.314056",256
宝山区,"121.398931,31.305056",317
宝山区,"121.398931,31.296056",380
宝山区,"121.407931,31.476056",1
宝山区,"121.407931,31.467056",3
宝山区,"121.407931,31.458056",89
宝山区,"121.407931,31.449056",259
宝山区,"121.407931,31.440056",85
宝山区,"121.407931,31.431056",83
宝山区,"121.407931,31.422056",173
宝山区,"121.407931,31.413056",122
宝山区,"121.407931,31.404056",54
宝山区,"121.407931,31.395056",91
宝山区,"121.407931,31.386056",79
宝山区,"121.407931,31.377056",71
宝山区,"121.407931,31.368056",109
宝山区,"121.407931,31.359056",381
宝山区,"121.407931,31.350056",453
宝山区,"121.407931,31.341056",199
宝山区,"121.407931,31.332056",242
宝山区,"121.407931,31.323056",289
宝山区,"121.407931,31.314056",294
宝山区,"121.407931,31.305056",495
宝山区,"121.407931,31.296056",555
宝山区,"121.407931,31.287056",814
宝山区,"121.407931,31.278056",887
宝山区,"121.416931,31.467056",2
宝山区,"121.416931,31.458056",3
宝山区,"121.416931,31.449056",9
宝山区,"121.416931,31.440056",7
宝山区,"121.416931,31.431056",55
宝山区,"121.416931,31.422056",210
宝山区,"121.416931,31.413056",245
宝山区,"121.416931,31.404056",67
宝山区,"121.416931,31.395056",112
宝山区,"121.416931,31.386056",192
宝山区,"121.416931,31.377056",145
宝山区,"121.416931,31.368056",177
宝山区,"121.416931,31.359056",408
宝山区,"121.416931,31.350056",413
宝山区,"121.416931,31.341056",64
宝山区,"121.416931,31.332056",182
宝山区,"121.416931,31.323056",125
宝山区,"121.416931,31.314056",160
宝山区,"121.416931,31.305056",378
宝山区,"121.416931,31.296056",516
宝山区,"121.416931,31.287056",828
宝山区,"121.416931,31.278056",864
宝山区,"121.416931,31.269056",879
宝山区,"121.425931,31.458056",3
宝山区,"121.425931,31.449056",2
宝山区,"121.425931,31.431056",1
宝山区,"121.425931,31.422056",228
宝山区,"121.425931,31.413056",410
宝山区,"121.425931,31.404056",340
宝山区,"121.425931,31.395056",242
宝山区,"121.425931,31.386056",309
宝山区,"121.425931,31.377056",223
宝山区,"121.425931,31.368056",487
宝山区,"121.425931,31.359056",404
宝山区,"121.425931,31.350056",494
宝山区,"121.425931,31.341056",312
宝山区,"121.425931,31.332056",237
宝山区,"121.425931,31.323056",322
宝山区,"121.425931,31.314056",83
宝山区,"121.425931,31.305056",301
宝山区,"121.434931,31.449056",1
宝山区,"121.434931,31.440056",1
宝山区,"121.434931,31.431056",2
宝山区,"121.434931,31.422056",123
宝山区,"121.434931,31.413056",439
宝山区,"121.434931,31.404056",419
宝山区,"121.434931,31.395056",138
宝山区,"121.434931,31.386056",322
宝山区,"121.434931,31.377056",680
宝山区,"121.434931,31.368056",636
宝山区,"121.434931,31.359056",448
宝山区,"121.434931,31.350056",468
宝山区,"121.434931,31.341056",491
宝山区,"121.434931,31.332056",879
宝山区,"121.434931,31.323056",856
宝山区,"121.443931,31.440056",1
宝山区,"121.443931,31.431056",1
宝山区,"121.443931,31.422056",2
宝山区,"121.443931,31.413056",102
宝山区,"121.443931,31.404056",228
宝山区,"121.443931,31.395056",199
宝山区,"121.443931,31.386056",319
宝山区,"121.443931,31.377056",679
宝山区,"121.443931,31.368056",571
宝山区,"121.443931,31.359056",361
宝山区,"121.443931,31.350056",350
宝山区,"121.443931,31.341056",806
宝山区,"121.443931,31.332056",875
宝山区,"121.443931,31.323056",845
宝山区,"121.452931,31.431056",2
宝山区,"121.452931,31.422056",2
宝山区,"121.452931,31.413056",7
宝山区,"121.452931,31.404056",194
宝山区,"121.452931,31.395056",288
宝山区,"121.452931,31.386056",224
宝山区,"121.452931,31.377056",328
宝山区,"121.452931,31.368056",222
宝山区,"121.452931,31.359056",263
宝山区,"121.452931,31.350056",305
宝山区,"121.452931,31.341056",735
宝山区,"121.452931,31.332056",866
宝山区,"121.452931,31.323056",873
宝山区,"121.461931,31.431056",2
宝山区,"121.461931,31.422056",3
宝山区,"121.461931,31.413056",74
宝山区,"121.461931,31.404056",196
宝山区,"121.461931,31.395056",277
宝山区,"121.461931,31.386056",149
宝山区,"121.461931,31.377056",126
宝山区,"121.461931,31.368056",70
宝山区,"121.461931,31.359056",111
宝山区,"121.461931,31.350056",69
宝山区,"121.461931,31.341056",397
宝山区,"121.461931,31.332056",720
宝山区,"121.461931,31.323056",863
宝山区,"121.470931,31.431056",1
宝山区,"121.470931,31.422056",4
宝山区,"121.470931,31.413056",119
宝山区,"121.470931,31.404056",393
宝山区,"121.470931,31.395056",175
宝山区,"121.470931,31.386056",109
宝山区,"121.470931,31.377056",132
宝山区,"121.470931,31.368056",92
宝山区,"121.470931,31.359056",33
宝山区,"121.470931,31.350056",45
宝山区,"121.470931,31.341056",421
宝山区,"121.470931,31.332056",452
宝山区,"121.470931,31.323056",744
宝山区,"121.479931,31.422056",1
宝山区,"121.479931,31.413056",388
宝山区,"121.479931,31.404056",864
宝山区,"121.479931,31.395056",601
宝山区,"121.479931,31.386056",118
宝山区,"121.479931,31.377056",96
宝山区,"121.479931,31.368056",230
宝山区,"121.479931,31.359056",45
宝山区,"121.479931,31.350056",178
宝山区,"121.479931,31.341056",771
宝山区,"121.479931,31.332056",748
宝山区,"121.479931,31.323056",690
宝山区,"121.488931,31.413056",412
宝山区,"121.488931,31.404056",860
宝山区,"121.488931,31.395056",856
宝山区,"121.488931,31.386056",749
宝山区,"121.488931,31.377056",839
宝山区,"121.488931,31.368056",485
宝山区,"121.488931,31.359056",110
宝山区,"121.488931,31.350056",320
宝山区,"121.488931,31.341056",855
宝山区,"121.488931,31.332056",589
宝山区,"121.488931,31.323056",564
宝山区,"121.488931,31.314056",869
宝山区,"121.497931,31.413056",183
宝山区,"121.497931,31.404056",509
宝山区,"121.497931,31.395056",691
宝山区,"121.497931,31.386056",841
宝山区,"121.497931,31.377056",852
宝山区,"121.497931,31.368056",445
宝山区,"121.497931,31.359056",108
宝山区,"121.497931,31.350056",285
宝山区,"121.497931,31.341056",405
宝山区,"121.506931,31.404056",66
宝山区,"121.506931,31.395056",214
宝山区,"121.506931,31.386056",260
宝山区,"121.506931,31.359056",78
宝山区,"121.506931,31.350056",118
宝山区,"121.515931,31.395056",7
宝山区,"121.515931,31.350056",27
奉贤区,"121.360244,30.934137",2
奉贤区,"121.360244,30.925137",2
奉贤区,"121.360244,30.898137",2
奉贤区,"121.369244,30.979137",3
奉贤区,"121.369244,30.970137",1
奉贤区,"121.369244,30.961137",2
奉贤区,"121.369244,30.952137",17
奉贤区,"121.369244,30.943137",3
奉贤区,"121.369244,30.934137",1
奉贤区,"121.369244,30.925137",1
奉贤区,"121.369244,30.898137",1
奉贤区,"121.369244,30.889137",1
奉贤区,"121.378244,30.979137",2
奉贤区,"121.378244,30.970137",1
奉贤区,"121.378244,30.961137",14
奉贤区,"121.378244,30.952137",27
奉贤区,"121.378244,30.943137",5
奉贤区,"121.378244,30.907137",4
奉贤区,"121.378244,30.898137",13
奉贤区,"121.378244,30.889137",1
奉贤区,"121.378244,30.880137",1
奉贤区,"121.387244,30.979137",1
奉贤区,"121.387244,30.970137",1
奉贤区,"121.387244,30.961137",49
奉贤区,"121.387244,30.952137",43
奉贤区,"121.387244,30.943137",3
奉贤区,"121.387244,30.925137",1
奉贤区,"121.387244,30.916137",2
奉贤区,"121.387244,30.907137",47
奉贤区,"121.387244,30.898137",40
奉贤区,"121.387244,30.889137",9
奉贤区,"121.387244,30.880137",2
奉贤区,"121.387244,30.871137",3
奉贤区,"121.387244,30.835137",1
奉贤区,"121.396244,30.988137",8
奉贤区,"121.396244,30.979137",1
奉贤区,"121.396244,30.970137",58
奉贤区,"121.396244,30.961137",194
奉贤区,"121.396244,30.952137",101
奉贤区,"121.396244,30.943137",2
奉贤区,"121.396244,30.934137",1
奉贤区,"121.396244,30.925137",1
奉贤区,"121.396244,30.916137",6
奉贤区,"121.396244,30.907137",170
奉贤区,"121.396244,30.898137",178
奉贤区,"121.396244,30.889137",21
奉贤区,"121.396244,30.880137",19
奉贤区,"121.396244,30.871137",7
奉贤区,"121.396244,30.862137",3
奉贤区,"121.396244,30.853137",1
奉贤区,"121.396244,30.844137",1
奉贤区,"121.396244,30.835137",1
奉贤区,"121.405244,30.979137",1
奉贤区,"121.405244,30.970137",21
奉贤区,"121.405244,30.961137",175
奉贤区,"121.405244,30.952137",70
奉贤区,"121.405244,30.943137",2
奉贤区,"121.405244,30.934137",6
奉贤区,"121.405244,30.925137",8
奉贤区,"121.405244,30.916137",6
奉贤区,"121.405244,30.907137",138
奉贤区,"121.405244,30.898137",111
奉贤区,"121.405244,30.889137",16
奉贤区,"121.405244,30.880137",16
奉贤区,"121.405244,30.871137",6
奉贤区,"121.405244,30.862137",2
奉贤区,"121.405244,30.853137",1
奉贤区,"121.405244,30.844137",1
奉贤区,"121.405244,30.835137",3
奉贤区,"121.405244,30.826137",3
奉贤区,"121.414244,30.988137",8
奉贤区,"121.414244,30.979137",4
奉贤区,"121.414244,30.961137",15
奉贤区,"121.414244,30.952137",7
奉贤区,"121.414244,30.943137",2
奉贤区,"121.414244,30.934137",6
奉贤区,"121.414244,30.925137",10
奉贤区,"121.414244,30.916137",8
奉贤区,"121.414244,30.907137",22
奉贤区,"121.414244,30.898137",17
奉贤区,"121.414244,30.889137",3
奉贤区,"121.414244,30.880137",3
奉贤区,"121.414244,30.853137",1
奉贤区,"121.414244,30.844137",1
奉贤区,"121.414244,30.835137",3
奉贤区,"121.414244,30.826137",2
奉贤区,"121.423244,30.988137",423
奉贤区,"121.423244,30.979137",48
奉贤区,"121.423244,30.970137",11
奉贤区,"121.423244,30.961137",25
奉贤区,"121.423244,30.952137",4
奉贤区,"121.423244,30.943137",2
奉贤区,"121.423244,30.934137",4
奉贤区,"121.423244,30.925137",8
奉贤区,"121.423244,30.916137",10
奉贤区,"121.423244,30.907137",33
奉贤区,"121.423244,30.898137",22
奉贤区,"121.423244,30.889137",5
奉贤区,"121.423244,30.880137",3
奉贤区,"121.423244,30.871137",3
奉贤区,"121.423244,30.862137",1
奉贤区,"121.423244,30.853137",5
奉贤区,"121.423244,30.844137",7
奉贤区,"121.423244,30.835137",84
奉贤区,"121.423244,30.826137",70
奉贤区,"121.432244,30.997137",638
奉贤区,"121.432244,30.988137",676
奉贤区,"121.432244,30.979137",151
奉贤区,"121.432244,30.970137",143
奉贤区,"121.432244,30.961137",145
奉贤区,"121.432244,30.952137",9
奉贤区,"121.432244,30.943137",7
奉贤区,"121.432244,30.934137",12
奉贤区,"121.432244,30.925137",40
奉贤区,"121.432244,30.916137",102
奉贤区,"121.432244,30.907137",119
奉贤区,"121.432244,30.898137",26
奉贤区,"121.432244,30.889137",11
奉贤区,"121.432244,30.880137",4
奉贤区,"121.432244,30.871137",1
奉贤区,"121.432244,30.862137",2
奉贤区,"121.432244,30.853137",5
奉贤区,"121.432244,30.844137",10
奉贤区,"121.432244,30.835137",111
奉贤区,"121.432244,30.826137",111
奉贤区,"121.441244,30.997137",367
奉贤区,"121.441244,30.988137",595
奉贤区,"121.441244,30.979137",87
奉贤区,"121.441244,30.970137",356
奉贤区,"121.441244,30.961137",352
奉贤区,"121.441244,30.952137",52
奉贤区,"121.441244,30.943137",25
奉贤区,"121.441244,30.934137",40
奉贤区,"121.441244,30.925137",75
奉贤区,"121.441244,30.916137",479
奉贤区,"121.441244,30.907137",661
奉贤区,"121.441244,30.898137",158
奉贤区,"121.441244,30.889137",13
奉贤区,"121.441244,30.880137",1
奉贤区,"121.441244,30.862137",1
奉贤区,"121.441244,30.853137",1
奉贤区,"121.441244,30.844137",6
奉贤区,"121.441244,30.835137",41
奉贤区,"121.441244,30.826137",32
奉贤区,"121.441244,30.817137",3
奉贤区,"121.441244,30.808137",5
奉贤区,"121.450244,31.006137",10
奉贤区,"121.450244,30.997137",167
奉贤区,"121.450244,30.988137",236
奉贤区,"121.450244,30.979137",71
奉贤区,"121.450244,30.970137",211
奉贤区,"121.450244,30.961137",278
奉贤区,"121.450244,30.952137",39
奉贤区,"121.450244,30.943137",160
奉贤区,"121.450244,30.934137",328
奉贤区,"121.450244,30.925137",192
奉贤区,"121.450244,30.916137",874
奉贤区,"121.450244,30.907137",876
奉贤区,"121.450244,30.898137",413
奉贤区,"121.450244,30.889137",21
奉贤区,"121.450244,30.880137",5
奉贤区,"121.450244,30.871137",4
奉贤区,"121.450244,30.862137",44
奉贤区,"121.450244,30.844137",6
奉贤区,"121.450244,30.835137",2
奉贤区,"121.450244,30.826137",3
奉贤区,"121.450244,30.817137",5
奉贤区,"121.450244,30.808137",2
奉贤区,"121.459244,31.006137",7
奉贤区,"121.459244,30.997137",26
奉贤区,"121.459244,30.988137",7
奉贤区,"121.459244,30.979137",13
奉贤区,"121.459244,30.970137",59
奉贤区,"121.459244,30.961137",24
奉贤区,"121.459244,30.952137",44
奉贤区,"121.459244,30.943137",537
奉贤区,"121.459244,30.934137",804
奉贤区,"121.459244,30.925137",629
奉贤区,"121.459244,30.916137",875
奉贤区,"121.459244,30.907137",871
奉贤区,"121.459244,30.898137",565
奉贤区,"121.459244,30.889137",15
奉贤区,"121.459244,30.880137",6
奉贤区,"121.459244,30.871137",55
奉贤区,"121.459244,30.862137",102
奉贤区,"121.459244,30.853137",39
奉贤区,"121.459244,30.844137",5
奉贤区,"121.459244,30.835137",3
奉贤区,"121.459244,30.826137",28
奉贤区,"121.459244,30.817137",13
奉贤区,"121.459244,30.808137",7
奉贤区,"121.459244,30.790137",3
奉贤区,"121.468244,31.006137",4
奉贤区,"121.468244,30.997137",5
奉贤区,"121.468244,30.988137",1
奉贤区,"121.468244,30.979137",27
奉贤区,"121.468244,30.970137",38
奉贤区,"121.468244,30.961137",40
奉贤区,"121.468244,30.952137",25
奉贤区,"121.468244,30.943137",338
奉贤区,"121.468244,30.934137",746
奉贤区,"121.468244,30.925137",728
奉贤区,"121.468244,30.916137",860
奉贤区,"121.468244,30.907137",881
奉贤区,"121.468244,30.898137",318
奉贤区,"121.468244,30.889137",20
奉贤区,"121.468244,30.880137",6
奉贤区,"121.468244,30.871137",9
奉贤区,"121.468244,30.862137",102
奉贤区,"121.468244,30.853137",7
奉贤区,"121.468244,30.844137",8
奉贤区,"121.468244,30.835137",186
奉贤区,"121.468244,30.826137",196
奉贤区,"121.468244,30.817137",14
奉贤区,"121.468244,30.808137",10
奉贤区,"121.468244,30.799137",2
奉贤区,"121.468244,30.790137",1
奉贤区,"121.468244,30.781137",1
奉贤区,"121.477244,31.006137",3
奉贤区,"121.477244,30.997137",4
奉贤区,"121.477244,30.988137",4
奉贤区,"121.477244,30.979137",22
奉贤区,"121.477244,30.970137",55
奉贤区,"121.477244,30.961137",38
奉贤区,"121.477244,30.952137",13
奉贤区,"121.477244,30.943137",7
奉贤区,"121.477244,30.934137",49
奉贤区,"121.477244,30.925137",371
奉贤区,"121.477244,30.916137",834
奉贤区,"121.477244,30.907137",813
奉贤区,"121.477244,30.898137",64
奉贤区,"121.477244,30.889137",10
奉贤区,"121.477244,30.880137",9
奉贤区,"121.477244,30.871137",32
奉贤区,"121.477244,30.862137",28
奉贤区,"121.477244,30.853137",3
奉贤区,"121.477244,30.844137",8
奉贤区,"121.477244,30.835137",173
奉贤区,"121.477244,30.826137",197
奉贤区,"121.477244,30.817137",1
奉贤区,"121.477244,30.808137",2
奉贤区,"121.477244,30.799137",2
奉贤区,"121.477244,30.790137",1
奉贤区,"121.486244,31.006137",2
奉贤区,"121.486244,30.997137",7
奉贤区,"121.486244,30.988137",9
奉贤区,"121.486244,30.979137",10
奉贤区,"121.486244,30.970137",18
奉贤区,"121.486244,30.961137",92
奉贤区,"121.486244,30.952137",66
奉贤区,"121.486244,30.943137",6
奉贤区,"121.486244,30.934137",56
奉贤区,"121.486244,30.925137",209
奉贤区,"121.486244,30.916137",662
奉贤区,"121.486244,30.907137",353
奉贤区,"121.486244,30.898137",18
奉贤区,"121.486244,30.889137",14
奉贤区,"121.486244,30.880137",8
奉贤区,"121.486244,30.871137",50
奉贤区,"121.486244,30.862137",44
奉贤区,"121.486244,30.853137",3
奉贤区,"121.486244,30.844137",13
奉贤区,"121.486244,30.835137",26
奉贤区,"121.486244,30.826137",9
奉贤区,"121.486244,30.817137",1
奉贤区,"121.486244,30.808137",1
奉贤区,"121.486244,30.799137",1
奉贤区,"121.495244,30.997137",128
奉贤区,"121.495244,30.988137",422
奉贤区,"121.495244,30.979137",113
奉贤区,"121.495244,30.970137",6
奉贤区,"121.495244,30.961137",113
奉贤区,"121.495244,30.952137",117
奉贤区,"121.495244,30.943137",5
奉贤区,"121.495244,30.934137",30
奉贤区,"121.495244,30.925137",107
奉贤区,"121.495244,30.916137",419
奉贤区,"121.495244,30.907137",160
奉贤区,"121.495244,30.898137",51
奉贤区,"121.495244,30.889137",32
奉贤区,"121.495244,30.880137",2
奉贤区,"121.495244,30.871137",32
奉贤区,"121.495244,30.862137",17
奉贤区,"121.495244,30.853137",2
奉贤区,"121.495244,30.844137",28
奉贤区,"121.495244,30.835137",78
奉贤区,"121.495244,30.826137",7
奉贤区,"121.495244,30.817137",1
奉贤区,"121.495244,30.808137",1
奉贤区,"121.504244,30.997137",329
奉贤区,"121.504244,30.988137",505
奉贤区,"121.504244,30.979137",148
奉贤区,"121.504244,30.970137",31
奉贤区,"121.504244,30.961137",57
奉贤区,"121.504244,30.952137",72
奉贤区,"121.504244,30.943137",16
奉贤区,"121.504244,30.934137",5
奉贤区,"121.504244,30.925137",26
奉贤区,"121.504244,30.916137",97
奉贤区,"121.504244,30.907137",212
奉贤区,"121.504244,30.898137",110
奉贤区,"121.504244,30.889137",24
奉贤区,"121.504244,30.880137",4
奉贤区,"121.504244,30.871137",9
奉贤区,"121.504244,30.862137",3
奉贤区,"121.504244,30.853137",7
奉贤区,"121.504244,30.844137",174
奉贤区,"121.504244,30.835137",262
奉贤区,"121.504244,30.826137",95
奉贤区,"121.504244,30.817137",5
奉贤区,"121.513244,30.997137",120
奉贤区,"121.513244,30.988137",229
奉贤区,"121.513244,30.979137",24
奉贤区,"121.513244,30.970137",61
奉贤区,"121.513244,30.961137",66
奉贤区,"121.513244,30.952137",56
奉贤区,"121.513244,30.943137",26
奉贤区,"121.513244,30.934137",18
奉贤区,"121.513244,30.925137",41
奉贤区,"121.513244,30.916137",93
奉贤区,"121.513244,30.907137",353
奉贤区,"121.513244,30.898137",188
奉贤区,"121.513244,30.889137",2
奉贤区,"121.513244,30.880137",1
奉贤区,"121.513244,30.871137",3
奉贤区,"121.513244,30.862137",1
奉贤区,"121.513244,30.853137",31
奉贤区,"121.513244,30.844137",199
奉贤区,"121.513244,30.835137",304
奉贤区,"121.513244,30.826137",75
奉贤区,"121.513244,30.817137",31
奉贤区,"121.513244,30.808137",5
奉贤区,"121.522244,30.997137",48
奉贤区,"121.522244,30.988137",19
奉贤区,"121.522244,30.979137",10
奉贤区,"121.522244,30.970137",40
奉贤区,"121.522244,30.961137",51
奉贤区,"121.522244,30.952137",22
奉贤区,"121.522244,30.943137",20
奉贤区,"121.522244,30.934137",14
奉贤区,"121.522244,30.925137",24
奉贤区,"121.522244,30.916137",54
奉贤区,"121.522244,30.907137",211
奉贤区,"121.522244,30.898137",19
奉贤区,"121.522244,30.889137",2
奉贤区,"121.522244,30.880137",3
奉贤区,"121.522244,30.871137",5
奉贤区,"121.522244,30.862137",5
奉贤区,"121.522244,30.853137",27
奉贤区,"121.522244,30.844137",158
奉贤区,"121.522244,30.835137",287
奉贤区,"121.522244,30.826137",240
奉贤区,"121.522244,30.817137",62
奉贤区,"121.522244,30.808137",13
奉贤区,"121.531244,30.988137",2
奉贤区,"121.531244,30.979137",6
奉贤区,"121.531244,30.970137",7
奉贤区,"121.531244,30.961137",5
奉贤区,"121.531244,30.952137",1
奉贤区,"121.531244,30.943137",1
奉贤区,"121.531244,30.934137",4
奉贤区,"121.531244,30.925137",20
奉贤区,"121.531244,30.916137",17
奉贤区,"121.531244,30.907137",15
奉贤区,"121.531244,30.898137",1
奉贤区,"121.531244,30.889137",3
奉贤区,"121.531244,30.880137",12
奉贤区,"121.531244,30.871137",92
奉贤区,"121.531244,30.862137",13
奉贤区,"121.531244,30.853137",4
奉贤区,"121.531244,30.844137",17
奉贤区,"121.531244,30.835137",269
奉贤区,"121.531244,30.826137",225
奉贤区,"121.531244,30.817137",47
奉贤区,"121.540244,30.988137",2
奉贤区,"121.540244,30.979137",16
奉贤区,"121.540244,30.970137",14
奉贤区,"121.540244,30.961137",5
奉贤区,"121.540244,30.952137",1
奉贤区,"121.540244,30.943137",2
奉贤区,"121.540244,30.934137",2
奉贤区,"121.540244,30.925137",15
奉贤区,"121.540244,30.916137",12
奉贤区,"121.540244,30.907137",4
奉贤区,"121.540244,30.898137",2
奉贤区,"121.540244,30.889137",3
奉贤区,"121.540244,30.880137",78
奉贤区,"121.540244,30.871137",173
奉贤区,"121.540244,30.862137",86
奉贤区,"121.540244,30.853137",4
奉贤区,"121.540244,30.844137",4
奉贤区,"121.540244,30.835137",2
奉贤区,"121.540244,30.826137",14
奉贤区,"121.540244,30.817137",8
奉贤区,"121.549244,30.988137",4
奉贤区,"121.549244,30.979137",20
奉贤区,"121.549244,30.970137",12
奉贤区,"121.549244,30.961137",4
奉贤区,"121.549244,30.952137",4
奉贤区,"121.549244,30.943137",8
奉贤区,"121.549244,30.934137",30
奉贤区,"121.549244,30.925137",36
奉贤区,"121.549244,30.916137",10
奉贤区,"121.549244,30.907137",4
